section,link,question,answer,2016-1-14-12-58
President,/Market/1796/Who-will-be-the-next-Republican-candidate-to-drop-out,Next Republican dropout?,Huckabee,33
President,/Contract/1862/Will-Donald-Trump-win-Iowa%2c-New-Hampshire%2c-South-Carolina%2c-and-Nevada,Will Trump sweep first four states?,Yes,29
President,/Contract/1862/Will-Donald-Trump-win-Iowa%2c-New-Hampshire%2c-South-Carolina%2c-and-Nevada,Will Trump sweep first four states?,No,71
President,/Contract/769/Will-a-woman-be-elected-US-President-in-2016,Will the next elected President be a woman?,Yes,47
President,/Contract/769/Will-a-woman-be-elected-US-President-in-2016,Will the next elected President be a woman?,No,53
President,/Market/1716/Who-will-win-the-2016-Massachusetts-Republican-primary,MA GOP primary winner?,Trump,61
President,/Market/1716/Who-will-win-the-2016-Massachusetts-Republican-primary,MA GOP primary winner?,Rubio,19
President,/Contract/1749/Will-Donald-Trump-become-a-third-party-presidential-candidate-in-2016,Will Trump run as a 3rd party in 2016?,Yes,26
President,/Contract/1749/Will-Donald-Trump-become-a-third-party-presidential-candidate-in-2016,Will Trump run as a 3rd party in 2016?,No,74
President,/Market/1718/Who-will-win-the-2016-Tennessee-Republican-primary,TN GOP primary winner?,Trump,69
President,/Market/1718/Who-will-win-the-2016-Tennessee-Republican-primary,TN GOP primary winner?,Cruz,28
President,/Market/1713/Who-will-win-the-2016-Alabama-Republican-primary,AL GOP primary winner?,Trump,62
President,/Market/1713/Who-will-win-the-2016-Alabama-Republican-primary,AL GOP primary winner?,Cruz,27
President,/Contract/1563/Will-Bernie-Sanders-win-any-Democratic-primaries-or-caucuses,Will Sanders win any primaries or caucuses?,Yes,97
President,/Contract/1563/Will-Bernie-Sanders-win-any-Democratic-primaries-or-caucuses,Will Sanders win any primaries or caucuses?,No,3
President,/Market/1715/Who-will-win-the-2016-Georgia-Republican-primary,GA GOP primary winner?,Trump,57
President,/Market/1715/Who-will-win-the-2016-Georgia-Republican-primary,GA GOP primary winner?,Cruz,26
President,/Market/1717/Who-will-win-the-2016-Oklahoma-Republican-primary,OK GOP primary winner?,Trump,64
President,/Market/1717/Who-will-win-the-2016-Oklahoma-Republican-primary,OK GOP primary winner?,Cruz,22
President,/Market/1721/Who-will-win-the-2016-Virginia-Republican-primary,VA GOP primary winner?,Trump,46
President,/Market/1721/Who-will-win-the-2016-Virginia-Republican-primary,VA GOP primary winner?,Rubio,25
President,/Market/1719/Who-will-win-the-2016-Texas-Republican-primary,TX GOP primary winner?,Cruz,53
President,/Market/1719/Who-will-win-the-2016-Texas-Republican-primary,TX GOP primary winner?,Trump,38
President,/Market/1709/Who-will-win-the-2016-Minnesota-Republican-caucuses,MN GOP caucus winner?,Trump,63
President,/Market/1709/Who-will-win-the-2016-Minnesota-Republican-caucuses,MN GOP caucus winner?,Cruz,33
President,/Market/1712/Who-will-win-the-2016-Alaska-Republican-caucuses,AK GOP caucus winner?,Trump,54
President,/Market/1712/Who-will-win-the-2016-Alaska-Republican-caucuses,AK GOP caucus winner?,Cruz,10
President,/Market/1674/Who-will-win-the-2016-South-Carolina-Democratic-primary,SC Dem primary winner?,Clinton,74
President,/Market/1674/Who-will-win-the-2016-South-Carolina-Democratic-primary,SC Dem primary winner?,Sanders,27
President,/Contract/612/Will-the-Democratic-presidential-nominee-win-at-least-370-electoral-votes-in-2016,Will Democrats win the White House in a landslide?,Yes,28
President,/Contract/612/Will-the-Democratic-presidential-nominee-win-at-least-370-electoral-votes-in-2016,Will Democrats win the White House in a landslide?,No,72
President,/Contract/1565/Will-Republicans-have-a-brokered-convention-in-2016,GOP brokered convention?,Yes,25
President,/Contract/1565/Will-Republicans-have-a-brokered-convention-in-2016,GOP brokered convention?,No,75
President,/Contract/611/Will-the-Republican-presidential-nominee-win-at-least-370-electoral-votes-in-2016,Will GOP win the White House in a landslide?,Yes,13
President,/Contract/611/Will-the-Republican-presidential-nominee-win-at-least-370-electoral-votes-in-2016,Will GOP win the White House in a landslide?,No,87
President,/Market/1720/Who-will-win-the-2016-Vermont-Republican-primary,VT GOP primary winner?,Trump,65
President,/Market/1720/Who-will-win-the-2016-Vermont-Republican-primary,VT GOP primary winner?,Cruz,9
President,/Market/1676/Who-will-win-the-2016-Nevada-Democratic-caucuses,NV Dem caucus winner?,Clinton,67
President,/Market/1676/Who-will-win-the-2016-Nevada-Democratic-caucuses,NV Dem caucus winner?,Sanders,42
President,/Market/1714/Who-will-win-the-2016-Arkansas-Republican-primary,AR GOP primary winner?,Trump,63
President,/Market/1714/Who-will-win-the-2016-Arkansas-Republican-primary,AR GOP primary winner?,Cruz,25
President,/Contract/1776/Will-Ben-Carson-become-a-third-party-presidential-candidate,Will Carson run as a 3rd party?,Yes,2
President,/Contract/1776/Will-Ben-Carson-become-a-third-party-presidential-candidate,Will Carson run as a 3rd party?,No,98
President,/Market/1722/Who-will-win-the-2016-Alabama-Democratic-primary,AL Dem primary winner?,Clinton,77
President,/Market/1722/Who-will-win-the-2016-Alabama-Democratic-primary,AL Dem primary winner?,Sanders,23
President,/Contract/1761/Will-Mitt-Romney-become-a-2016-presidential-candidate,Will Romney be a candidate in 2016?,Yes,4
President,/Contract/1761/Will-Mitt-Romney-become-a-2016-presidential-candidate,Will Romney be a candidate in 2016?,No,96
President,/Market/1723/Who-will-win-the-2016-Arkansas-Democratic-primary,AR Dem primary winner?,Clinton,75
President,/Market/1723/Who-will-win-the-2016-Arkansas-Democratic-primary,AR Dem primary winner?,Sanders,25
President,/Market/1730/Who-will-win-the-2016-Virginia-Democratic-primary,VA Dem primary winner?,Clinton,83
President,/Market/1730/Who-will-win-the-2016-Virginia-Democratic-primary,VA Dem primary winner?,Sanders,42
President,/Market/1728/Who-will-win-the-2016-Texas-Democratic-primary,TX Dem primary winner?,Clinton,79
President,/Market/1728/Who-will-win-the-2016-Texas-Democratic-primary,TX Dem primary winner?,Sanders,22
President,/Market/1710/Who-will-win-the-2016-Minnesota-Democratic-caucuses,MN Dem caucus winner?,Sanders,49
President,/Market/1710/Who-will-win-the-2016-Minnesota-Democratic-caucuses,MN Dem caucus winner?,Clinton,40
President,/Market/1729/Who-will-win-the-2016-Vermont-Democratic-primary,VT Dem primary winner?,Sanders,94
President,/Market/1729/Who-will-win-the-2016-Vermont-Democratic-primary,VT Dem primary winner?,Clinton,9
President,/Market/1725/Who-will-win-the-2016-Massachusetts-Democratic-primary,MA Dem primary winner?,Clinton,63
President,/Market/1725/Who-will-win-the-2016-Massachusetts-Democratic-primary,MA Dem primary winner?,Sanders,57
President,/Market/1724/Who-will-win-the-2016-Georgia-Democratic-primary,GA Dem primary winner?,Clinton,68
President,/Market/1724/Who-will-win-the-2016-Georgia-Democratic-primary,GA Dem primary winner?,Sanders,22
President,/Market/1726/Who-will-win-the-2016-Oklahoma-Democratic-primary,OK Dem primary winner?,Clinton,67
President,/Market/1726/Who-will-win-the-2016-Oklahoma-Democratic-primary,OK Dem primary winner?,Sanders,33
President,/Market/1727/Who-will-win-the-2016-Tennessee-Democratic-primary,TN Dem primary winner?,Clinton,68
President,/Market/1727/Who-will-win-the-2016-Tennessee-Democratic-primary,TN Dem primary winner?,Sanders,33
President,/Market/1711/Who-will-win-the-2016-Colorado-Democratic-caucuses,CO Dem caucus winner?,Sanders,63
President,/Market/1711/Who-will-win-the-2016-Colorado-Democratic-caucuses,CO Dem caucus winner?,Clinton,58
State & Local,/Market/1485/Which-party-will-win-the-gubernatorial-race-in-West-Virginia-in-2016,Which party will win the WV governor race?,Republican,63
State & Local,/Market/1485/Which-party-will-win-the-gubernatorial-race-in-West-Virginia-in-2016,Which party will win the WV governor race?,Democratic,39
